347,19388
281,49498
153,27090
314,33738
392,9504
675,4036
293,42682
196,49800
546,3582
362,14886
265,55008
192,56840
910,2838
84,7134
285,50720
587,4384
516,4104
416,6932
276,50648
353,16420
455,6360
238,58210
216,62944
637,3494
124,13372
280,52508
552,3504
853,2292
577,3800
498,5358
720,5056
966,1888
395,9758
266,56294
121,14532
391,10212
320,28486
505,4272
112,12384
180,42278
487,4380
219,71626
97,12870
263,65758
93,12390
828,2748
313,29040
297,39370
309,33316
727,3350
319,28892
111,11812
329,27294
150,29902
99,11054
308,30998
165,30468
130,18854
142,23414
331,25440
311,32752
378,13514
169,34538
252,61994
125,14402
96,15852
938,2362
785,2740
410,8590
636,6038
225,66502
401,9458
458,7198
332,26788
278,48728
355,17408
306,35428
800,2674
836,2320
269,50560
318,31948
507,5960
594,3498
405,10020
680,8226
413,7748
357,17712
958,2108
224,63548
174,50426
617,5134
375,12242
379,12918
155,32554
317,30382
717,4880
327,26746
975,1946
182,39826
338,21762
384,11562
190,54756
98,11758
137,19362
463,6122
398,9920
490,5326
195,49942
158,25408
361,16306
651,4158
729,7736
417,8800
962,2252
456,6620
88,9558
837,2564
179,35950
102,8924
163,27862
674,5316
435,5728
381,12386
149,23360
83,6732
895,2568
635,4270
796,2828
574,3874
648,3580
865,2300
300,38620
383,10530
860,2536
699,4842
864,2728
595,4038
596,3570
747,3776
535,5452
870,2708
160,27800
90,11262
462,6664
400,9442
371,13960
922,2540
716,3748
380,11040
141,21082
742,4432
340,21972
140,20786
589,4066
106,11468
461,5878
316,29978
802,2916
119,13000
857,2430
687,7460
394,11136
339,21442
440,5706
409,6742
427,6598
283,51440
104,9472
508,4640
420,8062
735,3800
777,3226
722,3362
894,2394
789,2448
809,2560
365,14568
633,3978
176,45036
504,5186
875,2636
679,6878
80,4298
337,23096
366,14880
644,3850
469,5186
299,33732
757,7412
673,4916
454,6038
926,2748
472,6722
598,3680
982,2120
89,10162
151,21456
164,39390
707,4138
118,13564
412,7558
525,5344
746,4714
117,11366
880,2024
733,3850
628,4420
848,2242
930,2310
590,3930
874,2652
291,39238
370,14534
343,21856
467,7288
302,37550
344,19472
955,2268
91,10822
646,4932
822,2634
450,5986
744,3744
782,2716
713,3308
79,4016
256,64038
786,2950
600,4580
833,2094
519,5784
173,45192
301,36640
706,6012
614,3736
368,14834
483,5416
907,2434
360,17138
882,2792
107,11846
708,3278
571,4850
476,7424
501,5160
425,6744
349,20570
513,4356
157,26486
146,23358
282,46066
105,9634
685,4740
658,4824
373,13720
705,8220
346,20086
690,7150
132,16112
423,6808
466,5540
703,4806
784,3578
261,57042
403,8080
446,5488
358,17302
452,6252
620,4324
741,7042
377,11824
521,4524
406,8330
775,3382
544,4802
138,18010
725,5108
661,3950
711,5858
653,4580
682,5668
273,52616
475,5896
515,4730
627,4818
404,9104
418,7316
770,3226
941,2130
444,5728
235,67038
94,11626
414,7818
943,2416
237,70236
591,4180
772,2890
126,14600
606,3774
622,4420
120,16392
431,5318
557,3716
407,7452
693,3998
415,8384
602,3586
434,6778
816,2806
397,9790
352,18898
640,3956
95,13274
934,2244
973,2426
999,2026
919,2910
854,2728
131,16282
623,4622
453,6174
518,4646
992,2236
612,4236
388,9752
364,14836
553,4336
695,6374
154,24406
839,2552
156,24410
688,3952
372,14106
495,4984
393,10642
670,5390
831,2762
538,5722
927,2164
886,2602
731,3274
824,3390
421,7598
437,5898
893,2382
451,5644
489,5290
471,6066
422,6356
607,4024
855,2580
903,2430
626,4084
445,5090
885,2274
510,4612
480,4750
851,2058
643,4686
905,2544
799,3430
840,2600
755,2706
778,3140
359,14490
856,2072
567,3624
642,6352
603,4230
369,13272
946,1956
730,8082
714,5836
530,4144
524,4454
433,5996
665,6202
367,18400
683,7398
808,3340
681,4658
916,2372
624,4314
776,3376
389,9348
599,4240
133,16570
639,5242
990,2262
464,6886
877,2340
712,4642
432,7120
656,4588
925,2450
912,2530
721,2960
972,1910
876,2034
448,5056
101,8606
913,2644
618,5036
632,6478
654,5364
810,3570
887,2632
426,6102
548,3676
752,3174
438,6470
650,3992
555,3210
795,3044
754,5954
484,5168
85,8622
924,2154
830,2642
881,2484
601,3408
457,6594
482,6538
116,13950
479,7906
551,3728
766,3258
677,6052
540,4036
878,2460
492,4530
127,14836
704,3048
609,4140
743,3414
995,2076
977,1958
424,8942
896,2542
700,7806
811,2738
565,4072
485,9002
748,5228
768,4116
82,6732
419,7276
460,5354
842,2754
815,3342
474,6808
765,2888
569,3616
805,3900
949,2090
832,3042
873,2192
745,3132
499,4526
92,11610
630,3886
740,6116
103,8844
593,4044
933,2356
559,4034
814,2850
803,3240
671,6662
723,8212
737,3362
122,12982
771,4356
468,7102
960,2066
613,4720
898,2656
819,2896
676,5310
783,3178
481,8836
859,2502
87,8784
561,3692
491,6086
608,3856
550,5178
610,4416
812,2628
585,2948
558,3508
945,2004
526,5072
657,5708
879,2698
629,5252
728,6142
952,1910
470,8092
517,4628
884,2920
976,1934
509,4116
556,3800
866,2174
496,6112
566,3768
691,3922
891,2122
980,1858
769,2880
794,3410
869,2408
537,3534
522,4838
531,4058
545,3904
904,2488
81,3880
541,4036
110,10142
987,2018
575,3448
549,4494
900,2236
929,2710
759,3306
807,3000
981,2110
667,4382
798,2210
936,3132
615,3576
506,5818
605,3940
940,2816
520,3388
678,7116
863,2644
732,4246
634,3994
818,2248
582,3114
528,4132
835,3490
666,3606
649,4814
542,3384
872,2398
710,4278
758,3876
655,3994
787,3318
408,9056
115,10788
563,3710
954,1880
411,7714
562,3544
114,10234
580,3700
597,4554
901,2314
847,2424
529,5328
473,5850
970,2024
715,6338
813,3430
724,3858
564,4074
625,4018
581,3658
718,4610
689,4850
592,3736
443,5866
672,6520
909,2274
584,4538
979,1796
935,2076
402,9452
928,2484
852,2730
862,2214
956,1754
947,2222
436,5348
527,6328
838,2764
918,2168
791,2496
767,3538
989,2008
578,3672
736,4752
488,5404
937,2240
645,5650
792,2812
576,4450
997,2440
478,6498
503,5098
914,2534
964,1816
441,5702
619,3596
998,2020
459,6104
994,2074
944,1934
86,8156
917,2710
749,3510
920,2770
611,4854
663,4646
560,3738
547,4028
738,3550
497,4758
957,2088
652,4270
465,6848
684,3896
902,2538
932,2244
753,4244
965,2076
967,2112
494,4952
764,3840
826,2862
897,2490
988,1954
978,2318
486,5108
604,3662
825,3040
931,2190
915,2548
793,3202
984,2060
834,2864
779,3172
660,3602
985,2064
500,5732
734,3520
821,3038
588,3784
447,5560
968,1844
686,4158
911,2624
539,3442
804,2594
554,3124
961,2134
512,5878
573,3600
939,2362
756,2788
883,2602
841,3546
820,2912
942,2072
983,2186
974,2158
868,2772
579,4200
739,3756
760,3024
750,3900
583,3996
861,2210
572,3506
959,2094
890,2386
829,2784
806,2340
697,4512
948,2148
971,1912
843,2830
726,4206
827,2594
867,2270
850,2506
986,1892
709,5086
817,3038
846,2302
801,2808
570,3246
696,3402
788,3206
845,2034
888,2258
698,4152
616,3126
543,5358
953,2298
908,2560
963,2336
849,2104
568,3658
951,1842
844,2570
899,2156
969,2272
950,2344
991,2212
993,1726
871,2290
921,2266
889,2778
858,1946
